"","V1","V2","V3","V4","V5","V6"
"4473","type=strongsubj","len=1","word1=kingmaker","pos1=noun","stemmed1=n","priorpolarity=positive"
"4474","type=weaksubj","len=1","word1=kiss","pos1=noun","stemmed1=n","priorpolarity=positive"
"4475","type=weaksubj","len=1","word1=kiss","pos1=verb","stemmed1=y","priorpolarity=positive"
"4476","type=strongsubj","len=1","word1=knave","pos1=noun","stemmed1=n","priorpolarity=negative"
"4477","type=weaksubj","len=1","word1=knife","pos1=verb","stemmed1=y","priorpolarity=negative"
"4478","type=weaksubj","len=1","word1=knock","pos1=noun","stemmed1=n","priorpolarity=negative"
"4479","type=weaksubj","len=1","word1=knock","pos1=verb","stemmed1=y","priorpolarity=negative"
"4480","type=strongsubj","len=1","word1=knew","pos1=verb","stemmed1=n","priorpolarity=neutral"
"4481","type=strongsubj","len=1","word1=know","pos1=verb","stemmed1=n","priorpolarity=neutral"
"4482","type=strongsubj","len=1","word1=knowing","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"4483","type=strongsubj","len=1","word1=knowingly","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"4484","type=strongsubj","len=1","word1=knowledge","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4485","type=strongsubj","len=1","word1=knowledgeable","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4486","type=strongsubj","len=1","word1=kook","pos1=noun","stemmed1=n","priorpolarity=negative"
"4487","type=strongsubj","len=1","word1=kooky","pos1=adj","stemmed1=n","priorpolarity=negative"
"4488","type=strongsubj","len=1","word1=lack","pos1=adj","stemmed1=n","priorpolarity=negative"
"4489","type=strongsubj","len=1","word1=lack","pos1=noun","stemmed1=n","priorpolarity=negative"
"4490","type=strongsubj","len=1","word1=lackadaisical","pos1=adj","stemmed1=n","priorpolarity=negative"
"4491","type=strongsubj","len=1","word1=lackey","pos1=noun","stemmed1=n","priorpolarity=negative"
"4492","type=strongsubj","len=1","word1=lackeys","pos1=adj","stemmed1=n","priorpolarity=negative"
"4493","type=strongsubj","len=1","word1=lackeys","pos1=noun","stemmed1=n","priorpolarity=negative"
"4494","type=strongsubj","len=1","word1=lacking","pos1=adj","stemmed1=n","priorpolarity=negative"
"4495","type=strongsubj","len=1","word1=lackluster","pos1=anypos","stemmed1=y","priorpolarity=negative"
"4496","type=strongsubj","len=1","word1=laconic","pos1=adj","stemmed1=n","priorpolarity=negative"
"4497","type=weaksubj","len=1","word1=lag","pos1=verb","stemmed1=y","priorpolarity=negative"
"4498","type=strongsubj","len=1","word1=lambast","pos1=verb","stemmed1=y","priorpolarity=negative"
"4499","type=strongsubj","len=1","word1=lambaste","pos1=verb","stemmed1=y","priorpolarity=negative"
"4500","type=weaksubj","len=1","word1=lame","pos1=adj","stemmed1=n","priorpolarity=negative"
"4501","type=strongsubj","len=1","word1=lame-duck","pos1=adj","stemmed1=n","priorpolarity=negative"
"4502","type=strongsubj","len=1","word1=lament","pos1=verb","stemmed1=y","priorpolarity=negative"
"4503","type=strongsubj","len=1","word1=lamentable","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4504","type=strongsubj","len=1","word1=lamentably","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4505","type=strongsubj","len=1","word1=languid","pos1=adj","stemmed1=n","priorpolarity=negative"
"4506","type=strongsubj","len=1","word1=languish","pos1=verb","stemmed1=y","priorpolarity=negative"
"4507","type=weaksubj","len=1","word1=lanky","pos1=adj","stemmed1=n","priorpolarity=negative"
"4508","type=strongsubj","len=1","word1=languor","pos1=noun","stemmed1=n","priorpolarity=negative"
"4509","type=strongsubj","len=1","word1=languorous","pos1=adj","stemmed1=n","priorpolarity=negative"
"4510","type=strongsubj","len=1","word1=languorously","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4511","type=weaksubj","len=1","word1=large","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4512","type=weaksubj","len=1","word1=large-scale","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4513","type=weaksubj","len=1","word1=lapse","pos1=noun","stemmed1=n","priorpolarity=negative"
"4514","type=weaksubj","len=1","word1=large","pos1=adj","stemmed1=n","priorpolarity=positive"
"4515","type=weaksubj","len=1","word1=large","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4516","type=weaksubj","len=1","word1=largely","pos1=adverb","stemmed1=n","priorpolarity=neutral"
"4517","type=strongsubj","len=1","word1=lark","pos1=verb","stemmed1=y","priorpolarity=positive"
"4518","type=strongsubj","len=1","word1=lascivious","pos1=adj","stemmed1=n","priorpolarity=negative"
"4519","type=strongsubj","len=1","word1=last-ditch","pos1=adj","stemmed1=n","priorpolarity=negative"
"4520","type=strongsubj","len=1","word1=last-ditch","pos1=noun","stemmed1=n","priorpolarity=negative"
"4521","type=strongsubj","len=1","word1=lastly","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"4522","type=strongsubj","len=1","word1=laud","pos1=verb","stemmed1=y","priorpolarity=positive"
"4523","type=strongsubj","len=1","word1=laudable","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4524","type=strongsubj","len=1","word1=laudably","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4525","type=strongsubj","len=1","word1=laugh","pos1=noun","stemmed1=n","priorpolarity=negative"
"4526","type=strongsubj","len=1","word1=laugh","pos1=verb","stemmed1=y","priorpolarity=negative"
"4527","type=strongsubj","len=1","word1=laughable","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4528","type=strongsubj","len=1","word1=laughably","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4529","type=strongsubj","len=1","word1=laughingstock","pos1=noun","stemmed1=n","priorpolarity=negative"
"4530","type=strongsubj","len=1","word1=laughter","pos1=noun","stemmed1=n","priorpolarity=negative"
"4531","type=strongsubj","len=1","word1=lavish","pos1=adj","stemmed1=n","priorpolarity=positive"
"4532","type=strongsubj","len=1","word1=lavish","pos1=verb","stemmed1=y","priorpolarity=positive"
"4533","type=strongsubj","len=1","word1=lavishly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"4534","type=strongsubj","len=1","word1=law-abiding","pos1=adj","stemmed1=n","priorpolarity=positive"
"4535","type=strongsubj","len=1","word1=lawbreaker","pos1=adj","stemmed1=n","priorpolarity=negative"
"4536","type=strongsubj","len=1","word1=lawbreaking","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4537","type=weaksubj","len=1","word1=lawful","pos1=adj","stemmed1=n","priorpolarity=positive"
"4538","type=weaksubj","len=1","word1=lawfully","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4539","type=strongsubj","len=1","word1=lawless","pos1=adj","stemmed1=n","priorpolarity=negative"
"4540","type=strongsubj","len=1","word1=lawlessness","pos1=adj","stemmed1=n","priorpolarity=negative"
"4541","type=strongsubj","len=1","word1=lawlessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"4542","type=strongsubj","len=1","word1=lax","pos1=adj","stemmed1=n","priorpolarity=negative"
"4543","type=strongsubj","len=1","word1=lax","pos1=noun","stemmed1=n","priorpolarity=negative"
"4544","type=strongsubj","len=1","word1=lazy","pos1=adj","stemmed1=n","priorpolarity=negative"
"4545","type=weaksubj","len=1","word1=leading","pos1=adj","stemmed1=n","priorpolarity=positive"
"4546","type=weaksubj","len=1","word1=leak","pos1=verb","stemmed1=y","priorpolarity=negative"
"4547","type=weaksubj","len=1","word1=leakage","pos1=noun","stemmed1=n","priorpolarity=negative"
"4548","type=weaksubj","len=1","word1=leaky","pos1=adj","stemmed1=n","priorpolarity=negative"
"4549","type=weaksubj","len=1","word1=lean","pos1=adj","stemmed1=n","priorpolarity=positive"
"4550","type=weaksubj","len=1","word1=lean","pos1=noun","stemmed1=n","priorpolarity=positive"
"4551","type=weaksubj","len=1","word1=learn","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4552","type=weaksubj","len=1","word1=learning","pos1=noun","stemmed1=n","priorpolarity=positive"
"4553","type=weaksubj","len=1","word1=learned","pos1=noun","stemmed1=n","priorpolarity=positive"
"4554","type=weaksubj","len=1","word1=least","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4555","type=strongsubj","len=1","word1=lech","pos1=noun","stemmed1=n","priorpolarity=negative"
"4556","type=strongsubj","len=1","word1=lecher","pos1=noun","stemmed1=n","priorpolarity=negative"
"4557","type=strongsubj","len=1","word1=lecher","pos1=noun","stemmed1=n","priorpolarity=negative"
"4558","type=strongsubj","len=1","word1=lecherous","pos1=adj","stemmed1=n","priorpolarity=negative"
"4559","type=strongsubj","len=1","word1=lechery","pos1=noun","stemmed1=n","priorpolarity=negative"
"4560","type=weaksubj","len=1","word1=lecture","pos1=noun","stemmed1=n","priorpolarity=negative"
"4561","type=weaksubj","len=1","word1=lecture","pos1=verb","stemmed1=y","priorpolarity=negative"
"4562","type=strongsubj","len=1","word1=leech","pos1=adj","stemmed1=n","priorpolarity=negative"
"4563","type=strongsubj","len=1","word1=leech","pos1=noun","stemmed1=n","priorpolarity=negative"
"4564","type=strongsubj","len=1","word1=leech","pos1=verb","stemmed1=y","priorpolarity=negative"
"4565","type=strongsubj","len=1","word1=leer","pos1=noun","stemmed1=n","priorpolarity=negative"
"4566","type=strongsubj","len=1","word1=leer","pos1=verb","stemmed1=y","priorpolarity=negative"
"4567","type=strongsubj","len=1","word1=leery","pos1=adj","stemmed1=n","priorpolarity=negative"
"4568","type=strongsubj","len=1","word1=left-leaning","pos1=adj","stemmed1=n","priorpolarity=negative"
"4569","type=weaksubj","len=1","word1=legacy","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4570","type=weaksubj","len=1","word1=legacies","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4571","type=weaksubj","len=1","word1=legacies","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4572","type=weaksubj","len=1","word1=legalistic","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4573","type=weaksubj","len=1","word1=legalistic","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4574","type=weaksubj","len=1","word1=legendary","pos1=adj","stemmed1=n","priorpolarity=positive"
"4575","type=weaksubj","len=1","word1=legitimacy","pos1=noun","stemmed1=n","priorpolarity=positive"
"4576","type=weaksubj","len=1","word1=legitimate","pos1=adj","stemmed1=n","priorpolarity=positive"
"4577","type=weaksubj","len=1","word1=legitimately","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4578","type=weaksubj","len=1","word1=lenient","pos1=adj","stemmed1=n","priorpolarity=positive"
"4579","type=weaksubj","len=1","word1=leniently","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4580","type=weaksubj","len=1","word1=less","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4581","type=weaksubj","len=1","word1=less-developed","pos1=adj","stemmed1=n","priorpolarity=negative"
"4582","type=weaksubj","len=1","word1=less-expensive","pos1=adj","stemmed1=n","priorpolarity=positive"
"4583","type=weaksubj","len=1","word1=lessen","pos1=verb","stemmed1=y","priorpolarity=negative"
"4584","type=weaksubj","len=1","word1=lesser","pos1=anypos","stemmed1=n","priorpolarity=negative"
"4585","type=weaksubj","len=1","word1=lesser-known","pos1=adj","stemmed1=n","priorpolarity=negative"
"4586","type=strongsubj","len=1","word1=letch","pos1=noun","stemmed1=n","priorpolarity=negative"
"4587","type=weaksubj","len=1","word1=lethal","pos1=adj","stemmed1=n","priorpolarity=negative"
"4588","type=weaksubj","len=1","word1=lethargic","pos1=adj","stemmed1=n","priorpolarity=negative"
"4589","type=weaksubj","len=1","word1=lethargy","pos1=noun","stemmed1=n","priorpolarity=negative"
"4590","type=weaksubj","len=1","word1=leverage","pos1=noun","stemmed1=n","priorpolarity=positive"
"4591","type=weaksubj","len=1","word1=leverage","pos1=verb","stemmed1=y","priorpolarity=positive"
"4592","type=strongsubj","len=1","word1=levity","pos1=noun","stemmed1=n","priorpolarity=positive"
"4593","type=strongsubj","len=1","word1=lewd","pos1=adj","stemmed1=n","priorpolarity=negative"
"4594","type=strongsubj","len=1","word1=lewdly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4595","type=strongsubj","len=1","word1=lewdness","pos1=noun","stemmed1=n","priorpolarity=negative"
"4596","type=weaksubj","len=1","word1=liable","pos1=adj","stemmed1=n","priorpolarity=negative"
"4597","type=strongsubj","len=1","word1=liability","pos1=adj","stemmed1=n","priorpolarity=negative"
"4598","type=strongsubj","len=1","word1=liability","pos1=noun","stemmed1=n","priorpolarity=negative"
"4599","type=strongsubj","len=1","word1=liar","pos1=adj","stemmed1=n","priorpolarity=negative"
"4600","type=strongsubj","len=1","word1=liar","pos1=noun","stemmed1=n","priorpolarity=negative"
"4601","type=strongsubj","len=1","word1=liars","pos1=adj","stemmed1=n","priorpolarity=negative"
"4602","type=strongsubj","len=1","word1=liars","pos1=noun","stemmed1=n","priorpolarity=negative"
"4603","type=weaksubj","len=1","word1=liberal","pos1=adj","stemmed1=n","priorpolarity=positive"
"4604","type=weaksubj","len=1","word1=liberation","pos1=adj","stemmed1=n","priorpolarity=positive"
"4605","type=weaksubj","len=1","word1=liberation","pos1=noun","stemmed1=n","priorpolarity=positive"
"4606","type=weaksubj","len=1","word1=liberalism","pos1=noun","stemmed1=n","priorpolarity=positive"
"4607","type=weaksubj","len=1","word1=liberally","pos1=adverb","stemmed1=n","priorpolarity=positive"
"4608","type=strongsubj","len=1","word1=liberate","pos1=verb","stemmed1=y","priorpolarity=positive"
"4609","type=strongsubj","len=1","word1=liberty","pos1=noun","stemmed1=n","priorpolarity=positive"
"4610","type=strongsubj","len=1","word1=licentious","pos1=adj","stemmed1=n","priorpolarity=negative"
"4611","type=strongsubj","len=1","word1=licentiously","pos1=adverb","stemmed1=n","priorpolarity=negative"
"4612","type=strongsubj","len=1","word1=licentiousness","pos1=noun","stemmed1=n","priorpolarity=negative"
"4613","type=strongsubj","len=1","word1=lie","pos1=adj","stemmed1=n","priorpolarity=negative"
"4614","type=strongsubj","len=1","word1=lie","pos1=noun","stemmed1=n","priorpolarity=negative"
"4615","type=weaksubj","len=1","word1=lie","pos1=verb","stemmed1=n","priorpolarity=negative"
"4616","type=strongsubj","len=1","word1=lier","pos1=noun","stemmed1=n","priorpolarity=negative"
"4617","type=strongsubj","len=1","word1=lies","pos1=adj","stemmed1=n","priorpolarity=negative"
"4618","type=strongsubj","len=1","word1=lies","pos1=noun","stemmed1=n","priorpolarity=negative"
"4619","type=weaksubj","len=1","word1=life-threatening","pos1=adj","stemmed1=n","priorpolarity=negative"
"4620","type=strongsubj","len=1","word1=lifeblood","pos1=noun","stemmed1=n","priorpolarity=positive"
"4621","type=weaksubj","len=1","word1=lifeless","pos1=adj","stemmed1=n","priorpolarity=negative"
"4622","type=weaksubj","len=1","word1=lifelong","pos1=adj","stemmed1=n","priorpolarity=positive"
"4623","type=weaksubj","len=1","word1=light","pos1=adj","stemmed1=n","priorpolarity=positive"
"4624","type=weaksubj","len=1","word1=light","pos1=noun","stemmed1=n","priorpolarity=positive"
"4625","type=strongsubj","len=1","word1=light-hearted","pos1=adj","stemmed1=n","priorpolarity=positive"
"4626","type=weaksubj","len=1","word1=lighten","pos1=verb","stemmed1=y","priorpolarity=positive"
"4627","type=strongsubj","len=1","word1=likable","pos1=adj","stemmed1=n","priorpolarity=positive"
"4628","type=strongsubj","len=1","word1=like","pos1=verb","stemmed1=y","priorpolarity=positive"
"4629","type=weaksubj","len=1","word1=likelihood","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4630","type=weaksubj","len=1","word1=likelihood","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4631","type=weaksubj","len=1","word1=likely","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"4632","type=strongsubj","len=1","word1=liking","pos1=noun","stemmed1=n","priorpolarity=positive"
"4633","type=strongsubj","len=1","word1=likewise","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"4634","type=weaksubj","len=1","word1=limit","pos1=adj","stemmed1=n","priorpolarity=negative"
"4635","type=weaksubj","len=1","word1=limit","pos1=verb","stemmed1=y","priorpolarity=negative"
"4636","type=weaksubj","len=1","word1=limitation","pos1=noun","stemmed1=n","priorpolarity=negative"
"4637","type=weaksubj","len=1","word1=limited","pos1=adj","stemmed1=n","priorpolarity=negative"
"4638","type=strongsubj","len=1","word1=limitless","pos1=adj","stemmed1=n","priorpolarity=neutral"
"4639","type=strongsubj","len=1","word1=limitless","pos1=noun","stemmed1=n","priorpolarity=neutral"
"4640","type=strongsubj","len=1","word1=limp","pos1=adj","stemmed1=n","priorpolarity=negative"
"4641","type=strongsubj","len=1","word1=lionhearted","pos1=adj","stemmed1=n","priorpolarity=positive"
"4642","type=strongsubj","len=1","word1=listless","pos1=adj","stemmed1=n","priorpolarity=negative"
"4643","type=weaksubj","len=1","word1=literate","pos1=adj","stemmed1=n","priorpolarity=positive"
"4644","type=strongsubj","len=1","word1=litigious","pos1=adj","stemmed1=n","priorpolarity=negative"
